lr,t,c_l,c_r,c_s,cc,cs,n_l,n_r,n_s,nn,s_l,s_r,s_s,sc,ss,sum
SEMA3C_PLXND1,UCEC,7.08,25.08,280.99,5.06,19.36,15.02,86.34,1296.95,36.94,11.2,96.03,1075.97,8.0,30.64,3511.21
SEMA3D_NRP1,BLCA,0.41,3.45,3.0,2.31,19.24,1.54,12.75,19.65,32.36,0.87,28.75,24.98,4.94,41.15,60.72
SEMA3D_NRP1,BRCA,0.07,8.52,14.78,0.22,1.14,3.96,42.28,167.48,63.43,1.73,45.08,78.19,5.6,29.61,264.04
SEMA3D_NRP1,CESC,0.37,4.31,0.1,7.77,26.79,0.53,24.61,13.07,63.26,0.02,14.86,0.35,0.49,1.69,20.66
SEMA3D_NRP1,CRC,0.0,1.17,0.84,0.0,0.0,0.79,10.6,8.38,12.93,0.72,77.43,55.64,1.3,85.77,64.87
SEMA3D_NRP1,ESCA,1.04,5.37,2.48,9.69,56.13,0.48,5.89,2.83,4.93,0.46,31.14,14.35,4.31,24.95,57.51
SEMA3D_NRP1,GBM,0.7,8.43,0.02,10.78,57.95,2.93,5.77,16.92,31.05,0.0,45.31,0.1,0.03,0.18,54.48
SEMA3D_NRP1,HNSC,0.55,4.12,2.69,5.28,38.91,0.21,6.33,1.3,3.05,0.65,30.38,19.85,6.31,46.45,42.73
SEMA3D_NRP1,KIRC,1.75,37.75,19.33,10.26,55.7,2.26,42.2,95.21,14.76,0.51,205.03,105.01,3.0,16.28,644.87
SEMA3D_NRP1,KIRP,0.89,30.09,2.09,22.59,27.47,1.77,30.86,54.49,46.02,0.07,36.59,2.55,1.77,2.15,118.4
SEMA3D_NRP1,LGG,4.01,6.08,2.47,32.01,38.66,2.93,5.77,16.92,22.18,0.41,7.34,2.98,3.24,3.91,76.25
SEMA3D_NRP1,LIHC,0.04,9.26,3.32,2.14,7.01,0.13,10.07,1.27,7.44,0.36,30.33,10.89,19.5,63.91,17.04
SEMA3D_NRP1,LUAD,0.18,19.97,16.4,3.17,7.73,1.22,37.53,45.82,39.94,0.82,48.71,40.0,14.29,34.86,114.72
SEMA3D_NRP1,LUSC,1.83,4.54,4.48,4.78,37.64,1.46,41.36,60.21,34.69,0.99,35.69,35.25,2.58,20.31,173.58
SEMA3D_NRP1,MEDIAN,,,,4.26,24.23,,,,25.51,,,,5.07,,
SEMA3D_NRP1,OV,0.0,3.87,10.42,0.0,0.0,0.69,24.24,16.63,14.26,2.69,33.25,89.58,8.93,76.81,116.63
SEMA3D_NRP1,PAAD,0.0,5.99,4.79,0.0,0.0,0.47,35.76,16.78,24.67,0.8,58.13,46.45,7.04,68.29,68.02
SEMA3D_NRP1,PRAD,0.11,16.8,60.98,1.16,1.09,3.4,12.85,43.68,26.35,3.63,15.81,57.39,36.79,34.62,165.77
SEMA3D_NRP1,SKCM,1.5,3.88,3.73,8.09,51.28,0.33,5.47,1.81,2.52,0.96,24.61,23.66,5.2,32.91,71.88
SEMA3D_NRP1,STAD,0.36,4.73,3.1,3.74,27.41,0.88,6.72,5.89,12.79,0.65,34.67,22.71,6.73,49.33,46.03
SEMA3D_NRP1,THCA,4.41,15.32,0.4,12.16,21.67,18.13,20.24,367.01,65.98,0.03,27.31,0.72,0.07,0.13,556.29
SEMA3D_NRP1,UCEC,0.43,4.32,8.07,1.28,12.06,1.32,32.58,43.04,29.39,1.87,40.63,75.79,5.51,51.75,146.44
SEMA3G_NRP2,BLCA,0.55,0.49,1.42,0.16,11.45,3.95,11.43,45.16,27.38,2.9,34.23,99.22,0.86,60.14,164.97
SEMA3G_NRP2,BRCA,1.65,3.44,32.58,0.99,7.32,23.86,10.52,251.04,43.95,9.48,25.33,240.16,5.7,42.04,571.24
SEMA3G_NRP2,CESC,0.33,4.77,7.07,0.86,2.67,3.68,39.81,146.54,80.5,1.48,14.85,22.0,3.89,12.08,182.04
SEMA3G_NRP2,CRC,0.04,1.15,8.18,0.01,0.5,3.92,6.19,24.27,6.8,7.08,45.54,322.51,2.29,90.39,356.79
SEMA3G_NRP2,ESCA,0.05,3.09,12.24,0.07,1.03,1.49,4.13,6.16,3.26,3.96,42.57,168.61,6.47,89.16,189.1
SEMA3G_NRP2,GBM,0.95,12.48,13.53,9.69,28.92,3.04,7.01,21.32,17.4,1.08,37.27,40.38,11.04,32.95,122.53
SEMA3G_NRP2,HNSC,0.31,11.32,21.62,3.97,7.56,1.65,9.46,15.6,17.6,1.91,21.58,41.22,24.38,46.49,88.65
SEMA3G_NRP2,KIRC,2.51,3.09,27.81,1.28,18.47,17.8,3.25,57.78,9.55,8.99,44.47,399.84,4.6,66.1,604.9
SEMA3G_NRP2,KIRP,0.38,0.5,1.64,0.17,5.23,20.65,2.62,54.08,47.58,3.28,15.78,51.81,1.44,45.58,113.67
SEMA3G_NRP2,LGG,2.4,13.05,57.83,14.38,17.32,3.04,7.01,21.32,9.78,4.43,15.72,69.66,26.54,31.97,217.9
SEMA3G_NRP2,LIHC,0.95,0.37,1.52,0.57,17.95,0.51,1.98,1.01,1.63,4.11,11.67,48.01,2.46,77.4,62.03
SEMA3G_NRP2,LUAD,0.8,4.47,11.29,0.97,6.54,13.26,19.11,253.43,68.74,2.53,30.17,76.27,3.06,20.69,368.69
SEMA3G_NRP2,LUSC,0.7,5.55,11.48,1.18,5.92,12.11,19.49,236.17,71.82,2.07,27.93,57.83,3.49,17.59,328.83
SEMA3G_NRP2,MEDIAN,,,,0.98,7.96,,,,17.5,,,,5.15,,
SEMA3G_NRP2,OV,0.46,7.9,17.38,2.01,8.35,1.68,43.27,72.89,40.22,2.2,32.8,72.18,9.59,39.83,181.23
SEMA3G_NRP2,PAAD,0.0,6.65,49.64,0.0,0.0,4.28,12.43,53.21,17.31,7.47,27.38,204.5,16.15,66.54,307.35
SEMA3G_NRP2,PRAD,1.5,0.42,1.34,0.85,22.87,2.48,7.85,19.51,26.18,3.17,11.35,35.98,1.8,48.29,74.51
SEMA3G_NRP2,SKCM,0.78,58.45,157.47,11.5,8.95,0.66,50.68,33.5,8.5,2.69,45.45,122.46,39.97,31.08,394.0
SEMA3G_NRP2,STAD,0.07,2.02,12.43,0.05,0.94,2.73,12.64,34.55,12.01,6.16,38.62,237.82,4.32,82.68,287.64
SEMA3G_NRP2,THCA,3.06,7.61,35.98,3.96,33.44,3.74,7.59,28.4,4.83,4.73,64.22,303.69,6.12,51.65,587.95
SEMA3G_NRP2,UCEC,1.86,7.18,12.06,6.75,11.35,5.25,24.76,130.02,65.59,1.68,12.07,20.28,6.08,10.23,198.24
SEMA4B_DCBLD2,BLCA,81.72,2.45,79.38,10.05,53.48,50.53,4.46,225.43,11.31,32.37,13.05,422.37,3.98,21.18,1993.79
SEMA4B_DCBLD2,BRCA,28.44,4.73,131.12,16.22,20.99,21.67,10.13,219.55,26.49,27.74,6.12,169.73,15.82,20.48,828.77
SEMA4B_DCBLD2,CESC,78.12,10.19,1043.46,29.45,12.33,17.45,5.38,93.9,3.47,102.37,4.27,436.9,38.59,16.16,2703.95
SEMA4B_DCBLD2,CRC,24.09,2.24,86.12,6.32,27.56,40.28,2.58,103.96,12.15,38.37,9.79,375.71,10.06,43.91,855.67
SEMA4B_DCBLD2,ESCA,103.58,3.83,223.01,15.97,45.06,23.95,4.82,115.46,4.65,58.23,10.8,629.09,8.98,25.33,2483.37
SEMA4B_DCBLD2,GBM,17.74,4.6,67.14,10.83,41.43,13.22,2.71,35.84,4.76,14.59,17.61,256.9,8.91,34.08,753.73
SEMA4B_DCBLD2,HNSC,85.18,8.45,540.25,25.34,28.72,55.65,2.72,151.58,5.34,63.96,9.57,612.29,19.03,21.57,2838.95
SEMA4B_DCBLD2,KIRC,18.54,3.22,106.42,5.08,26.49,15.04,9.52,143.21,12.18,33.03,16.8,554.81,9.05,47.19,1175.6
SEMA4B_DCBLD2,KIRP,28.6,20.97,333.15,35.36,24.62,15.66,7.25,113.61,6.7,15.89,14.61,232.02,19.64,13.68,1696.21
SEMA4B_DCBLD2,LGG,28.25,3.52,67.27,23.61,30.96,13.22,2.71,35.84,8.51,19.11,4.62,88.24,15.97,20.95,421.24
SEMA4B_DCBLD2,LIHC,7.64,2.89,32.08,16.68,17.82,7.33,2.77,20.3,15.35,11.1,3.09,34.26,24.25,25.9,132.27
SEMA4B_DCBLD2,LUAD,59.77,6.34,269.37,11.52,43.9,17.24,9.87,170.18,5.18,42.51,24.15,1026.65,8.19,31.22,3288.42
SEMA4B_DCBLD2,LUSC,85.97,10.4,742.21,25.46,26.67,17.87,9.02,161.32,4.59,71.36,10.9,777.47,21.13,22.14,3511.9
SEMA4B_DCBLD2,MEDIAN,,,,16.45,28.14,,,,10.29,,,,12.43,,
SEMA4B_DCBLD2,OV,29.99,10.96,188.31,19.8,30.13,23.3,15.32,356.79,21.48,17.17,16.68,286.51,11.34,17.25,1660.86
SEMA4B_DCBLD2,PAAD,124.37,3.75,87.25,12.03,66.52,34.36,7.65,262.94,6.78,23.24,20.76,482.31,2.25,12.43,3880.91
SEMA4B_DCBLD2,PRAD,18.53,1.88,58.37,5.09,22.66,24.65,7.18,176.89,25.81,31.03,8.38,259.92,8.52,37.93,685.32
SEMA4B_DCBLD2,SKCM,9.54,17.85,261.12,18.19,16.3,12.0,9.85,118.23,12.63,14.63,15.99,233.91,27.89,24.99,936.16
SEMA4B_DCBLD2,STAD,55.78,2.62,81.48,16.95,40.23,32.18,2.95,94.89,10.99,31.05,6.23,193.34,9.44,22.39,863.46
SEMA4B_DCBLD2,THCA,30.23,12.28,404.41,14.59,26.96,31.06,10.79,335.19,13.18,32.94,22.69,747.29,15.9,29.38,2543.96
SEMA4B_DCBLD2,UCEC,38.04,8.86,260.5,17.5,33.49,21.0,8.79,184.61,9.59,29.41,16.95,498.58,13.53,25.89,1925.51
SEMA4C_PLXNB2,BLCA,17.86,133.92,2043.14,26.46,17.44,24.13,69.7,1682.01,18.61,15.26,88.26,1346.55,22.6,14.9,9039.21
SEMA4C_PLXNB2,BRCA,18.19,61.46,867.08,20.14,28.19,13.67,57.53,786.55,14.17,14.11,86.03,1213.72,15.62,21.87,5549.73
SEMA4C_PLXNB2,CESC,15.13,129.47,1976.25,20.97,17.32,30.69,70.3,2157.68,23.09,15.26,106.96,1632.56,21.15,17.47,9343.72
SEMA4C_PLXNB2,CRC,8.74,57.81,1009.05,12.19,17.0,7.4,70.17,519.3,12.53,17.45,80.6,1406.73,24.34,33.94,4144.9
SEMA4C_PLXNB2,ESCA,11.87,98.73,1143.11,23.59,23.91,5.74,53.29,305.94,6.16,11.58,100.05,1158.33,23.01,23.32,4966.84
SEMA4C_PLXNB2,GBM,18.29,36.73,325.89,23.59,36.03,19.18,17.03,326.66,11.47,8.87,56.12,497.84,11.44,17.48,2848.76
SEMA4C_PLXNB2,HNSC,13.49,91.11,972.65,27.15,22.99,7.53,61.21,460.98,10.18,10.68,77.12,823.33,21.49,18.19,4526.47
SEMA4C_PLXNB2,KIRC,5.58,84.07,2085.72,6.86,9.73,7.66,86.21,660.01,9.65,24.81,119.32,2960.14,30.49,43.27,6840.42
SEMA4C_PLXNB2,KIRP,6.81,160.59,1283.5,20.74,16.28,9.4,109.57,1030.02,19.53,7.99,126.04,1007.33,24.34,19.1,5273.21
SEMA4C_PLXNB2,LGG,13.42,32.94,633.56,16.27,19.89,19.18,17.03,326.66,12.02,19.23,40.26,774.32,23.32,28.5,2717.0
SEMA4C_PLXNB2,LIHC,5.56,70.95,660.55,17.08,16.78,4.92,44.57,219.12,9.48,9.31,69.68,648.77,28.58,28.07,2310.92
SEMA4C_PLXNB2,LUAD,19.5,62.4,1036.28,18.8,29.78,8.92,72.93,650.62,10.05,16.61,98.87,1641.86,16.01,25.36,6473.75
SEMA4C_PLXNB2,LUSC,22.12,77.25,1137.42,23.88,29.78,10.04,75.7,760.08,10.62,14.72,96.34,1418.55,15.89,19.82,7156.25
SEMA4C_PLXNB2,MEDIAN,,,,19.47,20.34,,,,11.74,,,,22.81,,
SEMA4C_PLXNB2,OV,19.52,64.24,1285.92,11.82,23.85,29.01,101.37,2940.7,27.73,20.02,129.6,2594.21,12.13,24.46,10604.15
SEMA4C_PLXNB2,PAAD,7.83,167.27,3156.49,16.7,7.06,16.72,89.17,1490.94,19.0,18.87,70.69,1334.0,40.23,17.0,7845.34
SEMA4C_PLXNB2,PRAD,8.68,111.32,2604.74,10.6,11.34,17.47,98.51,1721.38,18.89,23.4,119.18,2788.68,28.58,30.6,9114.65
SEMA4C_PLXNB2,SKCM,33.73,64.4,1195.65,28.64,29.89,15.82,44.34,701.55,9.25,18.56,67.21,1247.74,15.76,16.45,7584.86
SEMA4C_PLXNB2,STAD,5.87,104.22,1523.26,14.7,11.05,7.1,59.46,422.09,10.14,14.62,78.34,1145.08,36.6,27.51,4161.94
SEMA4C_PLXNB2,THCA,9.79,128.02,2051.02,14.74,20.79,6.65,80.38,534.63,6.29,16.02,180.55,2892.66,24.13,34.04,8498.63
SEMA4C_PLXNB2,UCEC,29.13,100.42,1117.92,20.94,38.48,27.82,89.73,2496.28,17.87,11.13,184.53,2054.26,8.0,14.71,13969.45
SEMA4D_ERBB2,BLCA,8.26,142.81,1388.16,31.62,7.75,11.66,45.67,532.54,14.28,9.72,35.02,340.45,37.22,9.13,3729.47
SEMA4D_ERBB2,BRCA,5.37,151.75,2564.36,16.26,5.77,7.49,58.1,435.25,8.68,16.9,53.84,909.8,51.15,18.15,5013.68
SEMA4D_ERBB2,CESC,8.05,78.78,1415.88,20.23,9.04,7.22,23.47,169.48,5.4,17.97,35.21,632.83,45.15,20.18,3136.05
SEMA4D_ERBB2,CRC,10.26,72.86,1103.43,22.52,11.02,7.61,73.88,562.31,16.95,15.14,35.64,539.74,33.25,16.27,3318.38
SEMA4D_ERBB2,ESCA,10.61,109.83,1316.73,36.75,8.54,5.79,19.18,111.07,3.5,11.99,25.53,306.13,41.54,9.66,3169.71
SEMA4D_ERBB2,GBM,7.45,16.13,223.74,16.75,8.4,43.14,4.67,201.52,28.07,13.87,8.09,112.22,31.16,15.63,718.04
SEMA4D_ERBB2,HNSC,5.28,43.39,505.83,12.47,7.55,11.51,57.07,656.86,35.76,11.66,26.28,306.36,27.54,16.68,1836.78
SEMA4D_ERBB2,KIRC,10.15,69.21,1398.45,18.26,3.0,17.6,79.71,1402.89,36.44,20.21,11.39,230.13,36.32,5.98,3849.94
SEMA4D_ERBB2,KIRP,28.72,110.62,1825.72,39.06,11.42,18.28,91.25,1668.29,20.51,16.5,32.35,533.93,22.44,6.56,8134.9
SEMA4D_ERBB2,LGG,7.06,8.35,728.44,3.42,3.19,43.14,4.67,201.52,11.69,87.24,7.79,679.32,42.27,39.42,1723.25
SEMA4D_ERBB2,LIHC,0.15,17.33,145.01,0.96,0.72,1.14,11.85,13.46,4.95,8.37,13.01,108.89,53.33,40.04,271.93
SEMA4D_ERBB2,LUAD,6.08,91.28,2003.35,12.75,6.89,10.39,39.58,411.3,9.45,21.95,49.28,1081.51,46.05,24.86,4350.63
SEMA4D_ERBB2,LUSC,10.03,37.33,520.49,19.69,13.46,11.02,35.84,394.85,20.77,13.94,25.52,355.8,27.38,18.71,1901.28
SEMA4D_ERBB2,MEDIAN,,,,17.51,8.47,,,,15.37,,,,36.77,,
SEMA4D_ERBB2,OV,8.62,45.94,580.5,18.42,18.0,10.08,21.69,218.61,10.17,12.64,44.91,567.45,27.01,26.4,2149.24
SEMA4D_ERBB2,PAAD,7.42,60.44,966.06,15.24,10.18,15.1,38.59,582.52,19.8,15.98,40.36,645.08,32.84,21.93,2941.39
SEMA4D_ERBB2,PRAD,9.0,53.81,628.0,16.27,19.03,9.28,60.71,563.39,18.92,11.67,62.95,734.67,21.09,24.68,2977.15
SEMA4D_ERBB2,SKCM,1.28,17.94,719.07,1.79,0.79,17.21,12.27,211.2,16.46,40.09,7.97,319.46,56.05,24.9,1282.88
SEMA4D_ERBB2,STAD,8.91,130.34,1729.0,29.97,6.81,8.51,38.57,328.23,8.47,13.26,29.62,392.93,44.61,10.14,3875.8
SEMA4D_ERBB2,THCA,7.52,70.36,800.77,16.77,15.12,13.14,47.63,625.91,19.84,11.38,63.46,722.3,25.38,22.89,3155.27
SEMA4D_ERBB2,UCEC,12.24,86.13,1390.86,28.46,11.82,9.83,24.87,244.51,6.6,16.15,35.76,577.48,37.54,15.59,3705.33
SEMA4G_PLXNB2,BLCA,5.18,133.92,114.98,48.04,31.66,1.47,69.7,102.53,7.1,0.86,88.26,75.78,7.96,5.25,1444.7
SEMA4G_PLXNB2,BRCA,5.6,61.46,89.04,28.25,39.55,3.1,57.53,178.42,14.65,1.45,86.03,124.63,7.31,10.23,1217.88
SEMA4G_PLXNB2,CESC,2.96,129.47,150.74,30.85,25.48,3.8,70.3,267.24,21.51,1.16,106.96,124.53,12.13,10.02,1242.4
SEMA4G_PLXNB2,CRC,29.33,57.81,1009.71,17.05,23.77,49.41,70.17,3467.26,34.87,17.46,80.6,1407.66,10.15,14.16,9944.41
SEMA4G_PLXNB2,ESCA,10.36,98.73,423.79,33.59,34.04,2.48,53.29,132.21,4.34,4.29,100.05,429.44,13.92,14.1,3044.83
SEMA4G_PLXNB2,GBM,5.01,36.73,36.68,29.05,44.38,4.44,17.03,75.64,11.93,1.0,56.12,56.04,5.79,8.84,633.82
SEMA4G_PLXNB2,HNSC,1.57,91.11,44.26,36.25,30.68,0.8,61.21,49.01,12.4,0.49,77.12,37.46,11.2,9.48,395.3
SEMA4G_PLXNB2,KIRC,9.83,84.07,686.1,19.14,27.16,7.64,86.21,658.26,15.25,8.16,119.32,973.74,15.89,22.56,4316.86
SEMA4G_PLXNB2,KIRP,15.32,160.59,1191.75,32.51,25.52,9.57,109.57,1048.65,13.86,7.42,126.04,935.32,15.75,12.36,7565.98
SEMA4G_PLXNB2,LGG,12.06,32.94,87.81,34.44,42.09,4.44,17.03,75.64,6.56,2.67,40.26,107.32,7.61,9.3,1153.73
SEMA4G_PLXNB2,LIHC,58.17,70.95,923.61,37.57,36.9,21.87,44.57,974.61,8.87,13.02,69.68,907.13,8.41,8.26,10985.38
SEMA4G_PLXNB2,LUAD,9.71,62.4,207.57,24.74,39.2,4.75,72.93,346.49,14.15,3.33,98.87,328.87,8.48,13.43,2448.68
SEMA4G_PLXNB2,LUSC,3.07,77.25,123.26,20.53,25.61,4.55,75.7,344.51,29.85,1.6,96.34,153.73,10.68,13.32,1154.03
SEMA4G_PLXNB2,MEDIAN,,,,29.95,29.67,,,,12.17,,,,11.65,,
SEMA4G_PLXNB2,OV,4.74,64.24,161.5,9.46,19.09,17.87,101.37,1811.52,56.3,2.51,129.6,325.81,5.02,10.13,3217.44
SEMA4G_PLXNB2,PAAD,39.76,167.27,1467.08,54.92,23.21,6.3,89.17,561.83,4.64,8.77,70.69,620.02,12.11,5.12,12110.85
SEMA4G_PLXNB2,PRAD,5.38,111.32,1925.07,9.04,9.68,14.2,98.51,1398.36,21.11,17.29,119.18,2061.02,29.06,31.11,6624.51
SEMA4G_PLXNB2,SKCM,3.55,64.4,86.82,32.25,33.65,1.45,44.34,64.34,9.08,1.35,67.21,90.61,12.25,12.78,708.88
SEMA4G_PLXNB2,STAD,46.98,104.22,1442.43,42.04,31.6,9.15,59.46,543.76,4.67,13.84,78.34,1084.31,12.38,9.31,11647.85
SEMA4G_PLXNB2,THCA,7.14,128.02,779.56,20.32,28.65,5.2,80.38,418.06,9.29,6.09,180.55,1099.46,17.32,24.42,4501.38
SEMA4G_PLXNB2,UCEC,4.17,100.42,597.45,13.37,24.56,2.79,89.73,250.44,7.99,5.95,184.53,1097.85,19.06,35.02,3134.72
SEMA6A_PLXNA2,BLCA,14.14,6.71,3.7,48.6,34.53,3.23,8.24,26.63,13.64,0.55,4.77,2.63,1.89,1.34,195.21
SEMA6A_PLXNA2,BRCA,2.13,1.65,5.55,6.12,14.66,8.38,3.2,26.83,46.52,3.36,3.96,13.3,9.63,23.07,57.66
SEMA6A_PLXNA2,CESC,1.78,5.17,6.32,13.06,29.11,3.54,5.73,20.29,28.83,1.22,11.51,14.09,8.98,20.02,70.39
SEMA6A_PLXNA2,CRC,1.87,6.68,49.7,4.01,2.89,17.94,11.34,203.48,65.54,7.44,4.81,35.84,16.01,11.54,310.47
SEMA6A_PLXNA2,ESCA,4.59,10.72,47.32,23.46,20.18,3.86,7.84,30.28,14.43,4.41,9.22,40.7,22.54,19.39,209.87
SEMA6A_PLXNA2,GBM,31.65,5.29,29.72,38.94,17.65,11.59,12.39,143.62,33.37,5.61,2.4,13.47,6.91,3.13,430.34
SEMA6A_PLXNA2,HNSC,2.49,8.64,13.75,32.46,16.87,1.62,7.85,12.68,19.14,1.59,4.49,7.15,20.75,10.79,66.28
SEMA6A_PLXNA2,KIRC,17.27,4.3,73.28,16.01,32.91,4.55,2.91,13.24,2.85,17.02,8.85,150.61,15.79,32.44,464.23
SEMA6A_PLXNA2,KIRP,23.96,2.14,11.71,36.86,33.5,6.01,3.14,18.88,13.57,5.47,1.95,10.65,8.42,7.65,139.13
SEMA6A_PLXNA2,LGG,28.45,5.36,105.21,23.32,22.83,11.59,12.39,143.62,21.98,19.65,5.24,103.02,16.1,15.77,653.34
SEMA6A_PLXNA2,LIHC,1.04,3.19,8.71,14.22,11.36,1.53,1.11,1.69,7.23,2.73,2.55,6.96,37.34,29.85,23.32
SEMA6A_PLXNA2,LUAD,0.81,6.22,11.31,4.12,4.11,7.55,11.86,89.57,73.28,1.82,6.21,11.29,9.25,9.23,122.22
SEMA6A_PLXNA2,LUSC,6.43,4.66,10.92,17.04,18.92,7.72,11.59,89.49,50.93,2.35,5.17,12.12,6.21,6.9,175.72
SEMA6A_PLXNA2,MEDIAN,,,,19.05,18.28,,,,23.23,,,,9.57,,
SEMA6A_PLXNA2,OV,2.2,3.57,5.22,2.77,2.79,11.7,21.98,257.14,90.74,1.46,3.59,5.26,1.84,1.85,283.38
SEMA6A_PLXNA2,PAAD,1.1,19.85,113.72,11.31,2.95,6.3,3.44,21.7,11.27,5.73,5.18,29.67,59.07,15.41,192.53
SEMA6A_PLXNA2,PRAD,2.53,0.81,3.92,4.96,20.92,3.61,2.79,10.09,24.48,4.86,3.4,16.54,9.51,40.13,41.2
SEMA6A_PLXNA2,SKCM,26.9,3.38,11.7,50.57,33.17,5.76,1.71,9.86,5.48,3.46,2.22,7.67,6.51,4.27,179.75
SEMA6A_PLXNA2,STAD,4.31,8.96,52.0,21.06,12.62,5.28,7.26,38.32,20.92,5.81,5.37,31.16,28.39,17.01,183.16
SEMA6A_PLXNA2,THCA,2.0,8.38,14.31,22.9,17.03,3.26,5.82,18.98,25.95,1.71,6.23,10.64,19.57,14.55,73.14
SEMA6A_PLXNA2,UCEC,6.36,3.05,3.69,30.95,29.81,5.08,3.41,17.33,27.68,1.21,2.94,3.55,5.89,5.67,62.61
SEMA6D_TREM2,BLCA,0.21,0.41,0.21,0.26,28.41,0.67,2.2,1.48,4.35,0.5,45.18,22.52,0.61,66.37,33.93
SEMA6D_TREM2,BRCA,0.7,6.69,13.71,2.41,15.86,5.16,10.66,55.02,28.28,2.05,44.09,90.31,7.04,46.41,194.59
SEMA6D_TREM2,CESC,0.62,1.34,0.41,1.91,62.9,1.31,0.92,1.21,2.81,0.31,43.94,13.51,0.96,31.42,42.99
SEMA6D_TREM2,CRC,0.58,0.31,0.9,0.11,14.84,8.78,1.89,16.6,10.58,2.9,40.04,115.95,0.57,73.89,156.91
SEMA6D_TREM2,ESCA,1.26,0.61,0.97,1.35,42.79,0.85,0.42,0.36,0.63,1.58,19.42,30.68,1.69,53.53,57.3
SEMA6D_TREM2,GBM,17.45,31.19,133.53,5.01,74.4,10.57,11.33,119.77,1.1,4.28,462.72,1981.21,1.23,18.25,10855.35
SEMA6D_TREM2,HNSC,1.3,3.09,2.17,6.57,57.77,0.38,1.58,0.6,0.98,0.7,27.15,19.05,3.54,31.14,61.16
SEMA6D_TREM2,KIRC,1.94,3.96,5.46,2.55,53.96,12.53,0.82,10.28,3.4,1.38,83.84,115.68,1.81,38.28,302.17
SEMA6D_TREM2,KIRP,1.78,3.48,1.51,1.41,77.67,10.12,0.73,7.35,1.68,0.43,191.52,82.85,0.34,18.9,438.45
SEMA6D_TREM2,LGG,7.68,10.78,123.78,1.95,37.02,10.57,11.33,119.77,2.81,11.48,205.06,2355.04,2.91,55.32,4257.25
SEMA6D_TREM2,LIHC,0.07,0.93,0.92,0.34,6.49,0.56,0.55,0.31,1.54,0.99,17.58,17.48,4.59,87.04,20.08
SEMA6D_TREM2,LUAD,0.63,2.77,2.66,0.65,16.88,4.98,30.57,152.27,55.98,0.96,72.38,69.4,0.98,25.52,271.99
SEMA6D_TREM2,LUSC,5.42,1.34,1.45,1.34,61.49,3.98,33.75,134.37,24.69,1.08,61.76,66.53,0.27,12.22,544.27
SEMA6D_TREM2,MEDIAN,,,,1.38,48.38,,,,3.8,,,,1.23,,
SEMA6D_TREM2,OV,3.33,4.56,6.74,4.62,62.49,10.35,0.96,9.89,3.01,1.48,61.67,91.3,2.06,27.82,328.18
SEMA6D_TREM2,PAAD,0.2,0.78,1.5,0.07,5.88,1.38,64.2,88.52,37.75,1.93,67.5,130.53,0.64,55.66,234.51
SEMA6D_TREM2,PRAD,0.0,2.29,3.62,0.0,0.0,2.02,2.74,5.55,27.1,1.58,7.15,11.31,17.66,55.24,20.47
SEMA6D_TREM2,SKCM,3.1,2.56,2.92,3.34,62.35,0.83,29.07,24.16,10.16,1.14,47.74,54.47,1.23,22.91,237.7
SEMA6D_TREM2,STAD,0.25,0.82,2.51,0.24,7.31,2.91,0.64,1.86,2.15,3.05,24.89,75.87,2.89,87.41,86.79
SEMA6D_TREM2,THCA,3.04,0.32,0.35,0.5,69.21,3.78,2.57,9.72,5.01,1.1,44.25,48.75,0.18,25.11,194.2
SEMA6D_TREM2,UCEC,1.11,1.24,0.09,2.42,87.35,0.93,2.57,2.39,4.2,0.07,44.88,3.34,0.16,5.87,57.02
SEMA6D_TYROBP,BLCA,0.21,4.08,2.03,0.14,28.24,0.67,50.3,33.75,5.31,0.5,841.54,419.49,0.32,65.99,635.69
SEMA6D_TYROBP,BRCA,0.7,25.65,52.55,1.2,18.79,5.16,62.29,321.51,21.5,2.05,401.43,822.25,3.51,54.99,1495.3
SEMA6D_TYROBP,CESC,0.62,11.08,3.41,1.03,57.6,1.31,61.25,80.3,12.09,0.31,621.7,191.11,0.51,28.77,664.17
SEMA6D_TYROBP,CRC,0.58,6.92,20.03,0.15,12.21,8.78,79.86,701.28,26.11,2.9,563.76,1632.36,0.75,60.78,2685.53
SEMA6D_TYROBP,ESCA,1.26,4.79,7.56,0.44,43.72,0.85,9.83,8.37,0.61,1.58,478.3,755.58,0.55,54.69,1381.55
SEMA6D_TYROBP,GBM,17.45,61.95,265.26,2.65,76.74,10.57,44.15,466.71,1.14,4.28,1794.91,7685.25,0.65,18.82,40827.84
SEMA6D_TYROBP,HNSC,1.3,9.87,6.92,1.99,61.83,0.38,30.14,11.48,1.78,0.7,307.24,215.56,1.07,33.34,646.64
SEMA6D_TYROBP,KIRC,1.94,27.91,38.52,1.63,51.22,12.53,25.62,320.89,9.65,1.38,875.74,1208.43,1.16,36.34,3325.31
SEMA6D_TYROBP,KIRP,1.78,14.94,6.46,0.64,75.43,10.12,22.33,226.13,5.43,0.43,1767.85,764.71,0.16,18.35,4167.31
SEMA6D_TYROBP,LGG,7.68,27.39,314.57,2.16,36.01,10.57,44.15,466.71,4.79,11.48,456.24,5239.79,3.23,53.81,9737.67
SEMA6D_TYROBP,LIHC,0.07,12.93,12.85,0.16,6.4,0.56,60.64,34.02,5.53,0.99,531.52,528.36,2.09,85.83,615.6
