sample,ILC_LumA_T,IDC_LumB_T,IDC_LumA_T,IDC_Basal_T,IDC_Her2_T
ATP7B,2.4648,1.7206,1.9582,-0.3383,1.5002
ABCG2,0.7622,-0.7108,0.1519,-1.5951,-1.1017
PELP1,4.3089,4.302,4.313,4.5236,4.0922
XRCC2,0.0854,1.0043,0.0086,1.4388,0.899
GNG3,-1.8314,-1.4502,-1.3921,-2.3884,-2.2797
FAM111B,1.667,3.2228,2.1361,3.154,3.2714
MAGT1,4.7444,4.9911,4.9248,4.9194,5.0494
SDF2L1,4.3382,4.557,4.2216,4.5571,4.491
HIST1H4A,-9.9658,-3.6259,-9.9658,-9.9658,-9.9658
CFAP53,0.058,-0.0725,0.4604,-1.3183,-0.4522
COQ10B,3.8949,3.9732,4.0181,3.5923,4.096
OXSR1,3.5492,3.7132,3.6939,3.6635,3.456
DYSF,2.315,2.0552,2.1605,2.909,2.6962
ADGRF4,-5.5735,-4.2934,-3.721,-4.6082,-2.1488
NPC1,3.9608,4.0998,4.0401,4.4257,4.0405
EPHB1,-0.7711,-1.8314,-1.3005,0.688,-1.4722
ATG12,4.4424,4.6271,4.538,4.0722,4.4387
ZNF257,0.0647,0.542,0.0649,-0.394,0.1774
TNRC6A,3.5486,3.49,3.5754,2.9186,3.132
RPL21,9.3004,8.8036,8.9707,9.2087,8.8964
HSF2,2.5474,2.7847,2.7615,3.0446,2.9412
HTRA2,4.6236,4.4376,4.3968,4.7442,4.4436
FAM124B,0.1388,-0.9552,-0.2328,-1.2142,-0.7959
CYP4Z1,4.5818,1.7372,1.9098,-3.1714,1.5614
ACTN2,-2.9324,-2.9896,-3.6259,-1.7809,-2.5479
HNRNPH2,6.0534,5.9883,6.1583,5.3374,5.7461
COL4A6,-0.4228,-2.4659,-0.5543,-3.1714,-1.688
NEU4,-3.6259,-3.3076,-4.2934,-4.6082,-1.4502
KLHL42,2.754,2.9654,2.9234,2.5413,2.3493
ZADH2,3.8822,3.4569,3.681,3.2915,2.9572
FAM117B,1.876,1.7097,1.7702,1.766,1.6758
PREPL,4.2556,4.3604,4.3938,3.6793,4.2953
ZKSCAN2,0.4604,0.8123,0.8082,0.03,0.2338
GNPAT,4.943,4.9572,4.879,5.0867,4.7749
INHA,-1.2654,-1.2654,-1.5314,-1.0262,-0.9914
ADGRG7,-9.9658,-6.5064,-9.9658,-9.9658,-9.9658
RSF1,3.5318,3.6802,3.7544,3.6883,3.79
TCERG1L,-5.5735,-6.5064,-5.0116,-9.9658,-5.2926
SPAG4,1.787,2.622,2.3004,2.2872,2.8982
MSX1,0.8647,0.2277,0.6425,-0.1504,0.119
COPS2,4.9887,5.1948,5.3029,5.0104,5.1054
NDFIP1,5.4428,5.4269,5.5527,4.6206,4.9886
CAB39L,3.4504,3.335,3.603,2.4934,2.909
MMP14,6.767,6.4827,6.9192,6.6224,6.7694
PI4KA,4.7328,4.6144,4.4829,4.232,4.5519
KDM5A,3.2402,3.4464,3.4608,3.5473,3.2951
PRAME,-3.3076,-1.6506,-3.0469,4.1302,0.5259
CT47B1,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658
OCRL,3.548,3.839,3.6106,3.4129,3.7876
RAB25,7.0031,6.8754,6.8628,7.0462,6.8585
NPIPA8,-0.7596,-1.6622,-1.2481,-0.6416,0.0086
C7orf77,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658
MAP6,0.9153,0.145,0.8528,-0.0725,-0.1266
GABRB3,-1.9942,-3.0469,-2.0236,-3.1714,-3.1092
CYP51A1,4.5614,5.0652,4.818,4.4277,4.7273
NPIPA7,3.0088,3.0748,2.876,2.5288,2.488
OR6K6,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658
PSMD7,5.0766,5.6278,5.3043,6.1597,6.0419
CD81,8.7972,8.4989,8.5924,8.6228,8.6144
LRAT,-1.4502,-3.1772,-1.9108,-0.5543,-1.9108
C12orf65,2.9747,3.0278,3.0585,3.2511,3.0636
PAFAH2,3.0038,3.0154,3.1924,2.2663,3.0027
HS3ST3B1,-0.05,-0.4325,-0.3474,-0.013,-0.1032
GOLPH3,5.8225,5.8939,5.8566,5.9057,5.9062
CHI3L2,3.2473,1.166,2.9728,6.4907,1.949
HMBOX1,3.4888,2.4425,3.0243,2.6895,2.2004
C19orf48,5.0284,4.9962,4.6679,5.4293,4.9862
RBKS,2.0535,1.9895,2.2406,0.9862,1.3956
RNASEH2A,4.404,5.0523,4.4829,5.2939,4.8866
LEMD1,-2.2113,-5.0116,-3.6259,2.0844,-3.3828
ABLIM1,4.1896,3.9132,3.9847,4.085,4.5657
RRM2,3.031,4.7788,3.5186,4.7856,5.2587
DDHD1,1.1896,1.5708,1.3426,1.0222,1.3928
AP1AR,3.8924,3.9327,3.9137,3.2602,3.1458
LSM7,6.0539,5.7988,5.7322,6.3712,5.827
HARBI1,1.3482,1.8781,1.6581,1.7141,1.6778
OR13C8,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658
MOB2,4.3896,3.9365,4.1223,3.9384,4.124
ARHGEF39,0.9228,2.0182,0.9115,2.299,1.7779
MAPKAP1,5.5298,5.6126,5.5258,5.682,5.8306
VAT1L,-2.3884,-3.0469,-2.8262,-2.3884,-2.9324
EIF4EBP2,4.6299,4.6685,4.6424,4.5091,4.6868
WDR12,4.2638,4.6742,4.3674,5.149,4.6907
AGBL5,3.6284,3.7672,3.5958,4.1684,3.2318
CCDC159,4.8375,4.479,4.7019,3.2236,4.2188
ERGIC2,5.4472,5.8255,5.6064,6.0685,5.9204
TMEM154,0.5369,0.3115,0.7364,0.24,0.5118
KLF17,-5.5735,-5.5735,-5.0116,-6.5064,-6.5064
ACADM,4.986,4.8207,4.9984,4.7856,4.7164
KIAA0825,0.0989,-0.0351,0.2642,-1.8836,-0.482
C12orf75,4.2095,4.2285,4.1571,4.1652,4.1399
SH3GLB1,5.2084,5.2698,5.3708,5.6008,5.4486
TIMD4,-2.4272,-1.9942,-2.5479,-1.7809,-1.966
CRABP1,1.2546,0.0629,0.6471,6.2352,1.4546
SREK1,4.6654,4.4496,4.594,3.7028,4.1044
TP53AIP1,-1.3921,-2.9896,-1.8314,-3.3076,-2.8793
FBXL13,-1.1172,-1.5522,-1.1811,-1.6394,-2.0834
PPRC1,3.8208,3.8208,3.8355,4.2818,3.828
MST1,2.6255,1.8564,2.0962,1.1641,0.7948
PTPRN,-1.9108,-1.8079,-1.5105,-2.0529,-1.7818
LPCAT3,4.9633,4.8684,5.0407,4.5626,5.0045
CCL21,4.2077,0.8567,2.2662,2.4359,3.0305
PDZD3,-5.0116,-5.0116,-5.5735,-6.5064,-6.5064
SLC16A10,-2.3147,-1.8575,-1.9379,0.2277,-1.1984
FAM207A,3.4816,3.2943,3.2088,4.0601,3.5274
DNAJB13,-3.1092,-2.9896,-3.3076,-3.1714,-2.8262
HAUS3,2.6232,2.8848,2.6243,2.3019,2.2708
MAGEB16,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658
CDC42EP5,3.4102,1.9168,2.6884,2.4412,2.4008
PACS1,4.9982,4.6969,4.8766,4.9213,4.9436
ZNF138,2.8953,3.0542,3.0902,2.3981,3.1178
RUFY4,-1.9954,-2.0529,-2.4659,-0.9406,-1.5958
KIAA1147,3.2396,3.0454,3.0594,3.1426,2.9437
TAS2R10,-3.458,-4.4508,-4.035,-4.035,-4.6082
TMEM140,3.832,3.576,3.5608,3.4007,3.6832
NLRP5,-4.4508,-9.9658,-4.6082,-9.9658,-9.9658
ATP6AP1L,2.0604,1.8444,1.8382,0.688,0.997
PFN4,-0.6416,-0.3752,-0.6758,-0.9406,-1.3183
NEDD4,2.1861,1.9748,2.1411,1.125,2.1045
PTPRR,-1.8314,-2.3884,-2.0529,-2.4659,-2.5914
VSTM2L,-0.0649,-1.165,-1.041,-0.2671,0.8245
XAGE1B,-9.9658,-9.9658,-9.9658,-9.9658,-4.8099
DHX9,6.1767,6.3695,6.1946,6.3958,6.3218
SDSL,3.6451,3.6154,3.565,2.7889,3.4034
CD163L1,1.6784,1.1863,1.5854,2.5876,3.2001
ATN1,5.7004,5.3901,5.6304,5.8679,5.2084
DPP8,3.0153,2.9375,3.1204,2.3843,2.7741
VAX1,-9.9658,-9.9658,-9.9658,-6.5064,-9.9658
LYRM9,3.4116,2.8681,3.1062,1.9786,2.3479
MYL2,-4.035,-9.9658,-5.5735,-4.6082,-5.0116
CD109,1.8098,1.6627,2.0499,2.3251,1.3982
ZNF419,2.287,2.1428,2.1878,2.0183,2.0739
GLS2,0.6094,0.6879,0.7233,-1.3921,-1.1976
PLBD1,3.7709,3.6006,3.449,4.215,4.0126
OSTC,6.3912,6.59,6.5375,6.6112,6.5494
RAB6A,5.8648,5.9202,5.9235,6.0195,5.816
CLDN3,5.248,5.3811,5.453,5.5778,5.4041
SARS2,3.4634,3.2274,3.267,3.695,3.1803
TAF4,2.561,3.0216,2.7858,2.7972,2.8391
ULBP3,-2.0236,-2.6811,-1.966,0.4552,-0.4922
CHST3,1.5583,0.6192,1.2546,2.7336,1.0398
SMARCA1,3.6606,3.7909,3.8294,3.2959,3.2111
RNF157,0.282,0.4656,0.044,-0.9971,-0.5864
INS,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658
R3HCC1,4.2638,3.6742,3.97,3.907,3.4621
TAS2R46,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658
FERMT1,-1.1175,-2.9896,-1.4502,2.0395,-2.2113
SCUBE3,-0.3203,-0.1829,0.1776,0.9789,-0.6762
MLXIP,3.17,2.9993,3.0489,3.8391,3.4228
LSM10,4.8743,4.711,4.7706,5.064,5.0108
CDT1,1.6627,2.6418,1.6512,3.4517,2.8065
CHRNB2,-2.7768,-4.035,-3.0469,-3.458,-3.6259
GSTT2B,2.2886,2.1264,1.7807,1.5902,1.2143
MAGEB17,-1.5951,-1.8575,-2.4659,-6.5064,-6.5064
MAG,-1.0416,-1.4124,-1.1017,-6.5064,-5.0116
MYO18B,-2.3166,-3.458,-2.5069,-5.5735,-4.6082
ECHDC2,5.8072,4.7952,5.3744,4.8079,4.8528
GLT8D1,5.656,5.5634,5.6733,5.0059,5.142
CTAGE4,1.7403,1.8504,1.4624,1.1117,1.2666
SAMHD1,4.4826,4.5538,4.235,4.6047,4.4967
CFD,4.6524,2.8887,3.4411,1.8404,2.9809
OR10AC1,-5.5735,-9.9658,-6.5064,-9.9658,-9.9658
DUSP21,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658
TRIM49C,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658
HMOX2,5.3738,5.4824,5.4819,5.323,5.4918
POU4F1,-9.9658,-9.9658,-9.9658,-2.4659,-9.9658
PIK3R2,4.8853,4.7887,4.861,4.506,4.854
EGR2,2.9956,1.351,2.1972,2.0638,1.757
TTYH1,0.1901,-1.0116,-0.5756,4.3548,-0.4423
CDKN1C,3.508,2.1891,2.9673,2.8955,2.6149
AGPAT5,3.019,2.8156,3.0065,3.3492,2.7699
POP1,0.8408,1.6488,1.0222,2.2901,1.6092
TCAP,-1.6622,-1.8836,-2.3516,-2.3884,0.6788
FEZ1,2.0236,1.1316,1.8262,1.0983,1.5216
C7orf57,-5.5735,-5.5735,-5.0116,-6.5064,-6.5064
MRPS7,5.4071,5.9091,5.5334,5.8082,5.7795
PPARGC1A,-1.8836,-3.3076,-2.5479,-1.7322,-2.4272
NAT10,4.2613,4.4999,4.3292,4.7291,4.0642
GRIN1,-0.6304,-1.2142,-1.1172,-2.7274,-0.8339
FAM3D,-0.8998,-2.8793,-1.9942,0.0718,-1.2158
SPR,5.1031,5.36,5.3386,4.423,4.9546
GGA3,3.6554,3.6462,3.5035,3.66,3.375
ADAM12,3.7063,3.3192,3.9842,2.6738,3.9057
DCTD,5.4937,5.3098,5.5105,5.1997,5.0728
MALRD1,-1.6622,-2.9324,-2.0529,-5.0116,-2.9896
USP54,3.3772,3.4798,3.4615,3.4224,3.5766
ZCCHC6,3.3904,3.2624,3.3703,3.2781,3.1916
PLEKHF2,4.621,5.4651,5.0788,3.6324,4.9807
GPATCH3,2.7572,2.4198,2.6418,2.753,2.4143
ACD,3.3807,3.3794,3.2458,3.6725,3.4077
PLEKHA6,4.2975,3.8934,3.9089,2.7847,3.7528
NPHS1,-6.5064,-6.5064,-5.5735,-4.6082,-6.5064
SELENBP1,6.6846,6.4668,6.5178,5.0747,6.1702
TCP11X2,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658
CCDC38,-5.2926,-5.5735,-5.5735,-6.5064,-6.5064
TRAPPC1,6.5139,6.4751,6.4966,6.4832,6.3929
KIR2DL4,-4.2934,-3.816,-4.6082,-2.3147,-3.458
DMAP1,4.3274,4.0028,4.1518,4.1335,3.8069
AQP9,-2.5579,-0.62,-1.8062,1.0503,0.5559
ST8SIA3,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658
TNFRSF17,0.2277,-0.9269,-0.8601,0.4657,0.8368
SEMA3G,3.1062,1.2816,2.2648,0.537,1.011
SLC30A6,3.0876,3.2344,3.1377,3.3745,3.2002
HNRNPA1L2,1.305,0.8726,1.0433,0.9038,0.5666
NACAD,-0.4921,-1.2654,-0.5228,-1.2828,-1.4502
SF3B2,6.6388,6.7276,6.6504,6.913,6.7496
MANEA,2.1213,2.2527,2.0996,1.9675,1.8639
KCTD20,4.1716,4.2232,4.1421,4.309,4.1648
REXO4,3.6036,3.6095,3.4836,3.7028,3.6254
MUS81,4.3118,4.1215,4.0441,4.5117,4.0378
GPN1,4.5223,4.7266,4.5644,5.2258,4.7717
HELT,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658
ZNF770,2.9588,3.1844,3.3307,2.7422,2.8194
NAV1,2.7541,2.8906,3.0163,1.9377,2.6416
NFKBIZ,3.4735,2.3912,2.5388,1.884,2.9099
C1orf228,1.0676,0.1966,0.4709,0.6332,0.5419
ZNF780B,1.886,1.683,1.814,1.412,1.3011
CEP128,0.5666,0.9305,0.5069,1.0503,1.3817
OTUD4,3.0986,3.2351,3.2127,3.2328,2.825
ACAP2,3.158,3.3227,3.1295,3.0619,3.1052
ABHD1,0.5568,0.24,0.0786,-0.9132,-1.0572
NLRP9,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658
UBL5,8.4696,8.4634,8.4472,8.3321,8.3776
RAPSN,-3.9255,-4.2934,-4.6082,-3.3076,-4.8099
UPF1,4.8024,4.6288,4.6496,4.6594,4.5485
FAM83B,-0.2078,-0.7959,-0.1505,1.4441,0.8484
KDM7A,2.0859,1.88,1.8584,2.043,2.1328
ARID5A,4.4653,2.9848,3.981,3.9431,3.386
CRYL1,4.0993,3.7762,4.0423,3.1311,3.6094
RPS28,9.2861,8.6987,8.784,9.1917,8.5354
PANO1,-1.4305,-1.9108,-1.685,-1.6394,-1.3032
DAGLB,3.1693,2.9992,3.0136,2.96,3.0056
RAB10,5.6638,6.192,6.0402,6.1894,6.2434
C1orf106,0.4071,1.683,0.2762,4.1828,2.8902
RPS15,10.186,9.448,9.6564,9.3765,9.5497
FZD5,-0.2078,-0.2076,-0.2244,0.1257,-0.0356
ZNF80,-3.6259,-4.2934,-4.6082,-3.6259,-3.816
PLA2G2C,-3.3076,-5.0116,-4.2934,-6.5064,-5.5735
RFNG,4.392,4.1808,4.1911,4.2884,3.7137
IL17RA,2.0604,1.8403,1.9546,2.0638,1.932
CD163,3.8304,3.9374,3.5899,4.5349,4.0618
REG4,-4.2934,-5.0116,-5.0116,-5.5735,-4.035
NFKB2,4.162,3.8754,4.0068,4.5473,4.034
KLLN,-1.8314,-1.5522,-1.6394,-2.114,-1.7566
COPG2,4.6162,4.5682,4.648,4.1796,4.0514
TEX22,-1.3548,-2.1779,-2.1779,-2.5479,-2.8793
TUBA8,0.6192,-0.0058,0.1776,0.9493,0.1164
CSTA,2.6612,2.38,2.1894,3.7667,3.815
ARPP21,-4.2934,-5.5735,-5.0116,-9.9658,-9.9658
GPC1,4.6264,4.1408,4.5877,3.5682,3.8808
OR6C6,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658
SYT17,3.3111,2.9488,3.2855,-0.1665,2.5804
YARS2,3.7182,4.0888,3.936,4.3456,3.9598
CARMIL2,0.3346,-0.3861,-0.3201,1.5115,-0.1302
ANPEP,3.7362,3.0739,3.5343,3.5791,2.9142
DPF1,-2.4272,-1.6394,-2.2447,-1.9942,-1.4705
CLDN4,6.9094,6.727,6.9598,7.6195,6.8478
C12orf45,4.0296,3.9928,3.9284,4.5405,4.4078
TBC1D3I,-5.5735,-4.6082,-5.5735,-4.6082,-4.6082
DHCR24,7.1603,7.5072,7.4932,6.151,7.487
DDX19B,4.0362,4.142,4.0786,4.449,4.3501
PGK1,7.6354,8.3994,7.8201,8.3756,8.8472
POLR2J,5.7958,5.8352,5.6468,6.0182,5.8616
CEP126,1.4308,0.8246,1.1184,-0.8339,-0.1425
GPSM3,4.1977,3.6606,3.7678,4.1756,3.787
SYT4,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658
SCRIB,4.4794,4.8127,4.3882,5.1482,4.218
NCBP3,3.6172,3.3828,3.501,3.3506,3.3931
HMX1,-5.5735,-8.2361,-6.5064,-9.9658,-5.2926
GTF2H3,3.3292,3.7318,3.5657,3.2944,3.4674
PAGR1,4.9906,5.1982,5.0394,4.6525,4.8357
NCBP2,5.4625,5.7689,5.5707,5.7241,5.4057
D2HGDH,3.6594,2.9589,2.9441,2.3479,2.835
SPAG17,-0.1584,-0.3568,0.2088,-2.2447,-1.3734
BCL3,5.2038,4.9504,5.0883,4.7929,5.1881
EXOC4,4.3424,4.5242,4.498,4.2788,4.1771
GPR20,-3.3076,-4.8099,-4.035,-4.2934,-4.0547
NDC1,2.9664,3.3528,3.0816,3.6195,3.2382
MAP1LC3A,4.4712,3.8978,4.4216,4.4516,4.0228
PRR12,3.5235,3.2002,3.345,2.8838,3.1078
PRB4,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658
NDUFAF6,4.2415,5.2795,4.5336,4.4829,4.5654
PABPC1L,3.6048,3.5803,3.1828,2.876,2.3814
CDKL2,-3.1714,-4.035,-3.1714,-4.2934,-4.6082
FTSJ1,4.605,4.7402,4.6309,4.986,4.7904
PABPN1,6.0448,6.1179,5.932,6.218,6.202
C11orf58,6.852,6.9483,6.9058,6.5358,6.4952
ZNF891,-1.4902,-1.3005,-1.5105,-1.5105,-1.6622
KRTAP16-1,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658
CES2,3.4971,3.3703,3.4217,3.0859,3.38
CCDC60,-9.9658,-5.5735,-6.5064,-9.9658,-5.5735
RENBP,2.4425,2.3829,2.0182,3.0127,2.3536
IFT80,3.0446,3.27,2.9656,3.0199,2.8471
CGRRF1,3.4068,3.6178,3.5541,2.6487,3.1003
C10orf113,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658
TMEM98,5.3477,4.6328,5.0734,4.6781,4.0142
B4GALT6,-0.2328,-0.1504,-0.1504,0.2029,-0.6418
OR7D2,-5.5735,-6.5064,-5.5735,-6.5064,-6.5064
GFRA2,-1.7322,-2.8793,-2.3884,-2.8262,-2.6376
WDR77,3.8074,4.1112,3.8556,4.5392,3.9915
NFKBID,1.818,1.1216,1.2934,1.8201,0.9456
MTHFR,2.9004,2.1378,2.5682,1.5902,2.2127
INHBC,-5.5735,-5.5735,-5.5735,-5.5735,-5.5735
IDS,4.7008,4.5062,4.7404,4.182,4.3622
ENC1,3.9,3.6324,3.7188,3.5498,3.916
FAM114A1,4.8238,4.6065,4.8268,4.2488,4.306
NRL,0.1519,-0.2244,-0.1504,-0.9132,-0.4136
APAF1,2.296,2.3966,2.2175,2.1313,2.1985
SLC34A2,1.3022,-1.8314,0.6332,3.9318,0.0645
FAM110C,2.3677,2.2344,2.4896,0.3231,2.4452
TTBK2,1.015,0.7364,0.8686,0.2642,0.3227
DAO,-6.5064,-6.5064,-9.9658,-6.5064,-6.5064
DPPA3,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658
COCH,-1.3734,-0.4721,-1.3548,0.9789,-1.1336
MAML2,1.8364,0.688,1.2516,2.7572,1.1833
NDP,-0.1109,-1.5958,-0.3846,-0.9686,-2.6349
DOCK5,1.8702,1.5877,1.7849,2.0395,1.753
HSF4,3.3304,3.0808,3.01,2.6232,2.8528
DIP2B,3.0825,3.3378,3.1781,2.7227,3.4494
RFC4,3.773,4.5376,3.7518,5.2281,4.311
ZNF561,3.9883,3.7741,3.9468,3.5982,3.5467
FBXO40,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658
CCR1,1.766,2.2216,1.6512,2.578,2.216
ELMO2,4.2142,4.5757,4.4575,4.079,4.5311
FCMR,3.5565,3.2212,3.4244,2.1734,2.4633
UTS2B,-3.458,-4.2934,-4.035,-3.0469,-4.035
CPNE2,3.9528,3.6107,3.6832,4.576,4.0866
TTPA,-2.7274,-2.3963,-3.1714,-2.5479,-2.687
KIAA0907,4.2138,4.0171,4.0418,4.3786,3.7486
WIPF1,4.2769,3.7475,3.8754,4.1036,4.0858
AICDA,-6.5064,-5.5735,-6.5064,-5.0116,-4.6082
TIRAP,2.2452,2.348,2.3351,1.9675,2.413
CKLF,5.0536,5.3844,5.1671,5.5753,5.5638
GPR139,-6.5064,-5.5735,-4.8099,-9.9658,-9.9658
CCDC184,-1.1172,-1.8314,-1.1172,-2.1779,-2.1779
PNRC2,5.9268,5.8816,6.0354,5.4896,5.6602
ARHGAP5,3.97,3.9844,4.1036,3.74,3.757
CCDC107,4.1768,3.6503,3.8675,4.4634,3.8644
PPP1R14C,-0.9132,-2.7274,-0.8086,3.8269,-0.0059
LRRC45,3.2274,3.3952,3.0472,3.2127,3.3272
CLN8,2.461,2.3843,2.3663,2.4252,2.4782
LNX2,2.7335,2.7161,2.8964,2.0076,2.5585
FGF2,0.8205,-1.5105,-0.3942,-0.1345,-1.5951
RNF144A,2.4503,1.7596,2.183,2.6693,2.1892
GPX5,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658
LBP,-1.1976,-1.5528,-1.0862,-0.1828,1.0625
AFAP1,3.1434,2.7336,3.0384,3.091,2.8994
XPO5,3.5815,4.0352,3.7598,4.7236,4.044
SORBS3,6.2988,5.2556,5.9828,5.6448,5.0876
NTF3,-1.6394,-2.8262,-1.7809,-2.114,-2.5479
ELF4,2.8137,2.9366,2.7357,3.3192,2.9356
SMCO3,-1.685,-2.8262,-2.3147,-3.816,-4.035
ELP2,6.0772,5.941,6.3446,5.1899,4.8599
PKM,8.5899,8.818,8.7761,8.9662,9.2233
OR11H4,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658
RARS2,4.151,4.1623,4.2296,4.3681,4.1868
IL12RB2,-2.2797,-1.9379,-2.7768,2.4117,-1.1718
NXPE4,-5.0116,-6.5064,-6.5064,-6.5064,-6.5064
GTF2A2,6.0436,6.073,6.027,6.1719,6.1233
SPATA5,0.6144,0.779,0.6378,0.4016,0.0438
KRT6B,2.2354,-1.2158,2.1844,5.3761,1.1167
AMTN,-9.9658,-6.5064,-5.0116,-2.0529,-1.733
CD177,-1.8322,-2.1779,-2.2447,-2.3884,-1.8314
RPGRIP1L,1.4678,2.103,1.814,1.8879,1.9412
LILRB2,1.2755,1.3846,1.0043,1.9749,1.6466
UQCRHL,-0.3752,-0.2159,-0.3201,0.7058,0.3338
FADS3,3.3675,2.992,3.2564,3.9356,3.0706
UBE2QL1,-0.8339,-0.4131,-0.3292,-0.9971,-0.443
ARMC7,3.3364,3.4262,3.425,3.0428,3.1327
ENPP5,4.3449,3.1335,3.9808,2.4306,2.6156
IGFBP3,5.8874,5.2118,5.6995,5.7877,5.6721
PIN4,3.997,4.2366,4.153,4.2158,4.4135
DNASE2B,-2.3147,-2.9324,-2.3884,-4.2934,-1.7582
RPEL1,-6.5064,-6.5064,-6.5064,-6.5064,-6.5064
ZFP41,2.0603,2.4818,2.0518,2.0465,1.7616
STAMBPL1,1.0573,0.6144,0.6332,0.9862,0.7832
THAP9,0.9153,1.0501,1.0186,0.8488,0.5954
ARHGEF7,3.9515,3.5706,3.8764,3.863,3.7226
MACROD2,0.7874,0.522,0.5469,0.2154,0.1057
GAB4,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658
CD48,3.9468,3.2366,3.2936,3.9892,3.597
DMRTA1,-3.6259,-5.0116,-4.2934,-1.8314,-3.9255
OR51A4,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658
GZMA,2.9336,2.0447,1.9471,2.8137,2.5455
MIS12,2.909,3.158,3.0994,2.9109,3.071
FUCA1,4.9989,4.802,4.994,3.8421,4.3816
NPY4R,-5.0116,-6.5064,-5.5735,-3.1714,-6.5064
PINX1,2.705,2.325,2.4896,2.9966,2.4319
ADCY5,2.2018,0.4841,0.9153,-1.5105,-0.3861
NCAPG2,2.602,3.6702,2.878,3.7593,3.3478
ZNF467,4.1027,3.848,3.7752,2.081,3.4972
ALKBH1,2.8612,2.7805,2.8106,2.1345,2.7602
PRPF31,5.0416,5.0061,4.9112,5.1281,4.9628
NAA50,5.7654,6.1997,5.8866,6.4594,6.005
ATG4C,2.1972,2.1557,2.1573,2.296,2.0742
MRPS18A,4.9734,5.1006,4.9789,5.4912,5.2547
PLCXD2,-1.3005,-0.9269,-0.6529,-2.9324,-0.0063
CLDN5,3.5028,1.0573,2.0094,0.9935,1.5265
TFEB,3.1532,2.4278,2.7139,3.2158,2.7941
MIPOL1,2.2421,2.535,2.5062,1.3679,1.9136
TMC4,5.8313,5.6285,5.9,4.2661,4.943
SLC25A45,2.5995,2.2205,2.2768,1.8242,2.103
PIH1D2,1.1673,1.2635,1.4678,0.0158,0.6699
FEM1B,3.8764,3.866,4.0401,3.4907,3.6358
RAB11FIP4,3.0952,3.3696,3.4088,2.6918,3.2434
CENPK,1.4703,2.7028,1.674,2.2513,2.2473
OR6C65,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658
TMEM217,-0.8212,-1.4113,-1.1811,0.0854,-0.9982
ZEB2,3.1044,2.3494,2.6568,2.5462,2.7863
HNF4A,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658
APBB1,3.9304,2.8381,3.4122,2.7444,2.457
SCNN1D,0.647,-0.1829,-0.0351,-0.9132,-1.1185
SLC37A3,3.9194,3.837,3.8038,4.3667,3.9379
SNU13,6.3737,6.422,6.2819,6.8116,6.6574
OR7A5,-3.816,-6.04,-4.2934,-2.3884,-4.4508
STAP1,-0.8212,-1.3744,-1.7086,-0.5332,-0.8736
USPL1,2.6556,2.5462,2.6895,2.4144,2.567
CCDC187,-6.5064,-5.0116,-4.6082,-6.5064,-6.5064
GDPD2,-5.5735,-3.542,-5.0116,-4.6082,-4.1642
THAP7,4.323,4.1128,3.9505,4.0109,4.0059
DNAJC13,3.423,3.6543,3.5224,3.3773,3.5668
TMEM68,3.2534,4.106,3.6101,3.3966,3.3016
MRPL51,6.9068,7.1471,6.948,7.4539,7.1618
NECTIN1,3.3112,3.01,3.2312,3.9118,3.8116
LRRC49,1.2178,1.1959,1.2546,0.5763,0.282
ANGEL2,4.001,3.8571,3.8126,3.4596,3.4964
PDK2,4.7197,4.7148,4.6112,3.668,3.8252
PLPP3,4.5024,3.6584,4.1736,3.9299,4.162
OR51B2,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658
ADGRG4,-9.9658,-9.9658,-9.9658,-9.9658,-9.9658
IL3RA,2.4279,1.4808,1.8444,1.736,1.982
POLR2L,7.1244,6.9514,6.9052,6.3829,6.8084
FBLN2,5.4717,3.9473,4.8748,4.8069,4.6479
MED13L,3.7593,4.0571,4.2517,2.9167,2.9982
PCDH10,-4.2934,-4.2934,-4.035,-5.5735,-3.8304
PROCA1,0.4916,0.3056,0.1776,-0.4325,-0.0877
