sample,IDC_Her2,IDC_Basal,IDC_LumA,IDC_LumB,ILC_LumA
HEATR5A,1.0,1.0,1.0,1.0,1.0
RND3,1.0,1.0,1.0,0.992,1.0
MGST1,1.0,1.0,1.0,0.992,1.0
PGLYRP1,0.0,0.0,0.0,0.0,0.009
NME9,0.02,0.009,0.035,0.025,0.009
ELOVL3,0.14,0.327,0.136,0.123,0.075
HECTD2,0.98,0.925,1.0,0.984,1.0
RPS12,1.0,1.0,1.0,1.0,1.0
RAB32,1.0,1.0,1.0,1.0,1.0
METTL23,1.0,1.0,1.0,1.0,1.0
HNF4G,0.04,0.28,0.237,0.336,0.16
SLC26A5,0.0,0.0,0.01,0.025,0.0
PQLC3,1.0,1.0,1.0,1.0,1.0
FAM134C,1.0,1.0,1.0,1.0,1.0
BAX,1.0,1.0,1.0,1.0,1.0
COL14A1,1.0,0.907,0.995,0.992,1.0
HIST1H3E,0.72,0.523,0.768,0.697,0.566
DDRGK1,1.0,1.0,1.0,1.0,1.0
UTP14A,1.0,1.0,1.0,1.0,1.0
ZDHHC18,1.0,1.0,1.0,1.0,1.0
HS2ST1,1.0,1.0,1.0,0.992,1.0
FTL,1.0,1.0,1.0,1.0,1.0
LRRC42,1.0,1.0,1.0,1.0,1.0
ZNF100,0.98,0.822,0.97,0.934,0.943
AFP,0.34,0.028,0.182,0.23,0.491
CD302,0.98,0.953,0.99,0.984,1.0
YTHDF3,1.0,1.0,1.0,1.0,1.0
HOXA7,0.42,0.477,0.707,0.369,0.925
MB,1.0,0.944,1.0,1.0,1.0
PPT2,1.0,1.0,1.0,1.0,1.0
UQCRC2,1.0,1.0,1.0,1.0,1.0
KCNJ8,1.0,0.991,0.98,0.975,0.991
KCTD13,1.0,1.0,1.0,1.0,1.0
DPH3,1.0,1.0,1.0,1.0,1.0
FAM19A1,0.0,0.009,0.01,0.016,0.009
DFFA,1.0,1.0,1.0,1.0,1.0
HLA-DMA,1.0,1.0,1.0,1.0,1.0
IRX6,0.18,0.374,0.03,0.049,0.066
PLD1,0.98,0.991,0.904,0.885,0.981
AVPR1B,0.0,0.0,0.0,0.0,0.0
ALDH9A1,1.0,1.0,1.0,1.0,1.0
ZNF665,0.78,0.776,0.955,0.869,0.972
OR1C1,0.0,0.0,0.0,0.0,0.009
C1orf216,1.0,1.0,1.0,1.0,1.0
PM20D1,0.0,0.009,0.005,0.0,0.009
PUS1,1.0,1.0,1.0,1.0,1.0
SSNA1,1.0,1.0,1.0,1.0,1.0
ZNF461,0.96,0.991,0.995,0.992,0.981
PTPRN2,0.44,0.093,0.561,0.5,0.736
C19orf47,1.0,1.0,1.0,1.0,1.0
SKIV2L,1.0,1.0,1.0,1.0,1.0
COL6A3,1.0,1.0,1.0,1.0,1.0
HDDC3,1.0,1.0,1.0,1.0,1.0
UTP15,1.0,1.0,1.0,1.0,1.0
WDFY1,1.0,1.0,1.0,1.0,1.0
APOF,0.14,0.009,0.146,0.131,0.142
ATP1A3,0.22,0.103,0.202,0.344,0.104
CXorf21,0.68,0.598,0.581,0.639,0.66
SMIM10,0.68,0.879,0.869,0.713,0.981
SEMA6D,0.34,0.187,0.626,0.27,0.792
FOPNL,1.0,1.0,1.0,1.0,1.0
ZFP69,0.88,0.953,0.97,0.934,1.0
SULT1C2,0.3,0.084,0.136,0.238,0.094
DST,1.0,1.0,1.0,1.0,1.0
AKR7L,0.24,0.019,0.556,0.484,0.594
ANGPT2,0.94,0.944,0.985,0.934,0.934
DNHD1,0.74,0.673,0.702,0.746,0.83
KLHDC10,1.0,1.0,1.0,1.0,1.0
LRP6,1.0,0.991,1.0,0.992,1.0
CASP7,1.0,1.0,1.0,1.0,1.0
RBM3,1.0,1.0,1.0,1.0,1.0
XPR1,1.0,1.0,1.0,1.0,1.0
CIR1,1.0,1.0,1.0,1.0,1.0
PIP5K1A,1.0,1.0,1.0,1.0,1.0
ZNF287,0.86,0.907,0.99,0.967,0.972
BEX4,1.0,1.0,1.0,1.0,1.0
PTPN22,0.68,0.766,0.525,0.549,0.623
ALAD,1.0,1.0,1.0,1.0,1.0
TMBIM1,1.0,1.0,1.0,1.0,1.0
ACTG1,1.0,1.0,1.0,1.0,1.0
FAM171A1,0.96,1.0,0.965,0.828,1.0
FAHD2A,1.0,1.0,1.0,1.0,1.0
ADORA1,0.82,0.953,0.894,0.918,0.906
LGALS9C,0.1,0.019,0.197,0.156,0.245
SACM1L,1.0,1.0,1.0,1.0,1.0
COA6,1.0,1.0,1.0,1.0,1.0
GOLGA6L6,0.0,0.0,0.0,0.0,0.0
MRC2,1.0,1.0,1.0,0.992,1.0
TXLNA,1.0,1.0,1.0,1.0,1.0
H2AFZ,1.0,1.0,1.0,1.0,1.0
SLC10A6,0.0,0.037,0.091,0.033,0.123
ABHD17A,1.0,1.0,1.0,1.0,1.0
DPM3,1.0,1.0,1.0,1.0,1.0
B4GALNT1,0.42,0.766,0.515,0.533,0.33
JPH2,0.28,0.514,0.212,0.098,0.321
FAM198B,1.0,0.981,1.0,1.0,1.0
NADK2,1.0,1.0,1.0,1.0,1.0
CDC5L,1.0,1.0,1.0,1.0,1.0
RNF38,1.0,1.0,1.0,1.0,1.0
ZBTB41,1.0,1.0,1.0,1.0,1.0
EML5,0.68,0.421,0.833,0.705,0.849
FAM149B1,1.0,1.0,1.0,1.0,1.0
WT1,0.2,0.336,0.177,0.303,0.208
MYF5,0.0,0.0,0.005,0.0,0.0
MGME1,1.0,1.0,1.0,1.0,1.0
GATC,1.0,1.0,1.0,1.0,1.0
MS4A10,0.0,0.0,0.0,0.0,0.0
UPK3BL,1.0,1.0,1.0,1.0,0.991
SLC25A21,0.26,0.103,0.308,0.287,0.245
IGFL2,0.68,0.421,0.662,0.574,0.443
KRTAP4-1,0.02,0.009,0.0,0.016,0.0
RHOBTB1,1.0,0.991,1.0,1.0,0.991
NENF,1.0,1.0,1.0,1.0,1.0
MRGPRX3,0.0,0.103,0.076,0.0,0.075
ARID5B,1.0,1.0,0.995,0.992,1.0
CXCR2,0.0,0.028,0.005,0.0,0.0
PRH2,0.0,0.009,0.0,0.0,0.009
HBG1,0.0,0.0,0.0,0.0,0.0
CNOT10,1.0,1.0,1.0,1.0,1.0
PPP1CA,1.0,1.0,1.0,1.0,1.0
CALM1,1.0,1.0,1.0,1.0,1.0
DEFB131,0.0,0.0,0.0,0.0,0.0
RFC3,1.0,1.0,1.0,1.0,1.0
IL17RE,0.96,0.963,0.879,0.885,0.972
SESN2,1.0,0.991,0.995,0.992,1.0
PHF6,1.0,1.0,1.0,0.992,1.0
BCL6B,1.0,0.925,0.99,0.975,1.0
OR4C15,0.0,0.0,0.0,0.0,0.0
C10orf67,0.0,0.0,0.0,0.016,0.009
SMARCC1,1.0,1.0,1.0,1.0,1.0
INO80B,1.0,1.0,1.0,1.0,1.0
CCDC177,0.0,0.0,0.015,0.008,0.038
REPS2,1.0,0.963,1.0,1.0,1.0
RNFT1,1.0,1.0,1.0,1.0,1.0
ARHGAP17,1.0,1.0,1.0,1.0,1.0
DUSP9,0.14,0.467,0.035,0.098,0.009
CECR1,1.0,0.991,1.0,1.0,1.0
BASP1,1.0,0.991,1.0,1.0,1.0
TM9SF4,1.0,1.0,1.0,1.0,1.0
FER1L5,0.0,0.0,0.01,0.008,0.019
ASXL1,1.0,1.0,1.0,1.0,1.0
MRVI1,0.98,0.738,0.975,0.91,0.991
RBPMS,1.0,1.0,1.0,1.0,1.0
ANP32B,1.0,1.0,1.0,1.0,1.0
GHDC,1.0,1.0,1.0,1.0,1.0
TRIM61,0.0,0.0,0.0,0.0,0.0
PPIAL4D,0.0,0.0,0.0,0.0,0.0
ARSG,0.96,0.841,1.0,1.0,1.0
ZNF281,1.0,1.0,1.0,1.0,1.0
CXorf23,0.98,0.972,1.0,0.992,1.0
NFIB,0.92,1.0,0.98,0.967,1.0
DPY19L2,0.04,0.196,0.217,0.238,0.274
ZNF493,0.94,0.869,0.985,0.943,0.981
DHRS4,1.0,1.0,1.0,1.0,1.0
CNEP1R1,1.0,1.0,1.0,1.0,1.0
NMNAT1,1.0,0.991,1.0,1.0,1.0
RNF111,1.0,1.0,1.0,1.0,1.0
TTC31,1.0,1.0,1.0,1.0,1.0
BCL2L15,0.28,0.056,0.126,0.115,0.132
NT5C1B,0.0,0.019,0.005,0.008,0.009
CD40LG,0.32,0.355,0.162,0.164,0.443
NOL7,1.0,1.0,1.0,1.0,1.0
PPIL1,1.0,1.0,1.0,1.0,1.0
TPRG1L,1.0,1.0,1.0,1.0,1.0
NRG4,0.04,0.112,0.03,0.008,0.009
TMEM120B,1.0,1.0,1.0,1.0,1.0
GKN2,0.0,0.0,0.02,0.008,0.009
DEFB108B,0.0,0.0,0.0,0.0,0.0
PACSIN3,1.0,1.0,1.0,0.992,1.0
B3GALT4,0.94,0.991,1.0,0.992,1.0
PLD4,0.74,0.579,0.944,0.689,0.981
PRKCH,1.0,1.0,1.0,1.0,1.0
ARF1,1.0,1.0,1.0,1.0,1.0
PATL2,0.42,0.486,0.136,0.254,0.34
OR51B4,0.0,0.0,0.0,0.0,0.0
GPX1,1.0,1.0,1.0,1.0,1.0
DLX2,0.1,0.047,0.237,0.107,0.472
KCNMB3,0.74,0.822,0.859,0.902,0.925
BFAR,1.0,1.0,1.0,1.0,1.0
CACNA1I,0.06,0.019,0.061,0.082,0.047
FAM205A,0.0,0.0,0.0,0.0,0.0
PPIAL4F,0.0,0.0,0.0,0.0,0.0
ETFDH,1.0,1.0,1.0,1.0,1.0
CTSG,0.26,0.215,0.571,0.328,0.877
ZNF608,0.86,0.879,0.894,0.721,0.972
TRAFD1,1.0,1.0,1.0,1.0,1.0
EPB41L3,1.0,0.953,1.0,1.0,1.0
SLC22A14,0.0,0.0,0.0,0.0,0.0
DES,0.24,0.402,0.177,0.115,0.519
SMPDL3A,1.0,0.991,1.0,1.0,1.0
GGT1,1.0,1.0,0.98,1.0,1.0
FAM117A,1.0,0.991,0.995,0.992,1.0
BMP4,0.92,0.551,0.97,0.91,1.0
TRAPPC3,1.0,1.0,1.0,1.0,1.0
XRCC5,1.0,1.0,1.0,1.0,1.0
PNMA1,1.0,1.0,1.0,1.0,1.0
NSUN6,1.0,1.0,0.995,1.0,1.0
SZT2,1.0,1.0,1.0,1.0,1.0
SLC4A3,0.8,0.972,0.818,0.77,0.887
AASDHPPT,1.0,1.0,1.0,1.0,1.0
TUBB2A,1.0,1.0,1.0,1.0,1.0
RELN,0.02,0.075,0.081,0.016,0.179
MRPS28,1.0,1.0,1.0,1.0,1.0
ZNF783,1.0,1.0,0.99,1.0,1.0
POF1B,0.78,0.262,0.455,0.426,0.566
BPTF,1.0,1.0,1.0,1.0,1.0
AGRP,0.0,0.0,0.0,0.0,0.0
COPS9,1.0,1.0,1.0,1.0,1.0
STARD13,1.0,0.925,1.0,1.0,1.0
IGSF8,1.0,1.0,1.0,1.0,1.0
FCGR2A,1.0,1.0,1.0,1.0,1.0
FOXQ1,0.04,0.178,0.0,0.0,0.0
CHIC2,1.0,1.0,1.0,1.0,1.0
SDCCAG8,1.0,1.0,1.0,1.0,1.0
SNAI2,1.0,0.981,1.0,0.984,1.0
ACTA2,1.0,1.0,1.0,1.0,1.0
HSD11B1,0.66,0.692,0.54,0.459,0.783
ANGPT1,0.38,0.495,0.237,0.156,0.434
ADH1B,0.52,0.458,0.732,0.492,0.953
PWP2,0.82,0.804,0.667,0.697,0.755
LPL,0.88,0.907,0.96,0.893,1.0
GCC1,1.0,1.0,1.0,1.0,1.0
RMDN1,1.0,1.0,1.0,1.0,1.0
RXFP1,0.0,0.009,0.0,0.008,0.0
HES1,1.0,1.0,1.0,1.0,1.0
POC1B,1.0,1.0,1.0,1.0,1.0
ENAM,0.0,0.0,0.005,0.0,0.0
ARL17A,0.96,0.963,0.995,1.0,1.0
HDAC3,1.0,1.0,1.0,1.0,1.0
ORMDL3,1.0,1.0,1.0,1.0,1.0
TMEM241,1.0,1.0,1.0,0.992,1.0
SYT11,0.94,0.879,0.965,0.918,0.981
PGM3,1.0,1.0,1.0,1.0,1.0
PRIMA1,0.44,0.458,0.202,0.328,0.368
TAS2R3,0.0,0.0,0.005,0.0,0.009
SCRT1,0.0,0.0,0.01,0.041,0.009
ZNF154,0.2,0.075,0.328,0.148,0.406
COPB2,1.0,1.0,1.0,1.0,1.0
NT5DC4,0.06,0.206,0.02,0.025,0.009
CPA4,0.72,0.776,0.212,0.221,0.34
ACSL6,0.08,0.411,0.101,0.09,0.094
MTRNR2L4,0.0,0.0,0.005,0.0,0.009
HS3ST5,0.0,0.0,0.035,0.049,0.038
C22orf42,0.0,0.0,0.0,0.0,0.0
LEMD3,1.0,1.0,1.0,1.0,1.0
MYH11,0.9,0.776,0.99,0.959,1.0
DOK7,0.22,0.215,0.793,0.59,0.726
ISCA2,1.0,1.0,1.0,1.0,1.0
ZNF280D,1.0,1.0,1.0,1.0,1.0
CAD,1.0,1.0,1.0,1.0,1.0
HIST1H2BJ,0.92,0.963,0.818,0.828,0.623
SAGE1,0.0,0.009,0.0,0.025,0.0
ENDOU,0.02,0.065,0.01,0.0,0.009
CD320,1.0,0.991,1.0,1.0,1.0
USP17L12,0.0,0.0,0.0,0.0,0.0
TMEM55B,1.0,1.0,1.0,1.0,1.0
NUDT17,0.86,0.953,0.975,0.959,0.991
DOCK4,0.98,0.935,0.985,0.967,0.991
COG5,1.0,1.0,1.0,1.0,1.0
BCAP31,1.0,1.0,1.0,1.0,1.0
KRTAP24-1,0.0,0.0,0.0,0.0,0.0
UBC,1.0,1.0,1.0,1.0,1.0
H1FX,1.0,1.0,1.0,1.0,1.0
BHLHA9,0.0,0.0,0.0,0.0,0.0
HIST1H4F,0.0,0.019,0.015,0.0,0.009
PCCB,1.0,1.0,1.0,1.0,1.0
EPHB2,0.92,0.813,0.783,0.779,0.849
ADARB2,0.0,0.037,0.081,0.025,0.028
P4HA3,1.0,0.72,0.985,0.885,0.972
GSTP1,1.0,1.0,1.0,1.0,1.0
ZNF285,0.66,0.822,0.747,0.713,0.745
ZNF524,1.0,1.0,1.0,1.0,1.0
SDC2,1.0,1.0,1.0,1.0,1.0
MC3R,0.0,0.0,0.0,0.0,0.0
TNFRSF1B,1.0,1.0,0.995,0.992,1.0
ZNF350,1.0,0.981,1.0,1.0,1.0
NAXE,1.0,1.0,1.0,1.0,1.0
BMT2,0.98,1.0,1.0,0.992,1.0
CA6,0.0,0.318,0.0,0.0,0.009
PNMA5,0.04,0.028,0.005,0.033,0.0
RNASE3,0.0,0.0,0.0,0.0,0.0
FBXL4,0.98,1.0,1.0,1.0,1.0
OR2A5,0.0,0.0,0.0,0.0,0.0
TMPRSS6,0.16,0.009,0.702,0.557,0.557
PRPS1L1,0.0,0.0,0.0,0.0,0.0
ZNF254,1.0,0.991,1.0,0.992,1.0
MSLN,0.24,0.785,0.111,0.148,0.075
ACVR2A,1.0,0.972,1.0,0.975,1.0
DHFR,1.0,1.0,1.0,1.0,1.0
GPR27,0.76,0.701,0.944,0.836,0.962
PTCHD4,0.0,0.028,0.051,0.041,0.009
MLLT3,0.98,0.991,1.0,0.975,1.0
MRS2,1.0,1.0,1.0,1.0,1.0
SNX4,1.0,1.0,1.0,1.0,1.0
RRAD,0.26,0.29,0.328,0.107,0.632
KRTAP10-2,0.0,0.0,0.0,0.0,0.0
COL9A1,0.0,0.243,0.005,0.0,0.0
PSG11,0.0,0.0,0.0,0.0,0.0
NR1H2,1.0,1.0,1.0,1.0,1.0
RBP4,0.64,0.71,0.692,0.598,0.877
TSHR,0.06,0.103,0.005,0.016,0.019
SLC7A3,0.0,0.009,0.045,0.0,0.264
NTMT1,1.0,1.0,1.0,1.0,1.0
ASPSCR1,1.0,1.0,1.0,1.0,1.0
LYSMD1,1.0,1.0,1.0,1.0,1.0
GABRA2,0.08,0.0,0.03,0.049,0.009
OTOP2,0.0,0.0,0.0,0.0,0.0
OR11H2,0.0,0.0,0.0,0.0,0.0
HMGB1,1.0,1.0,1.0,1.0,1.0
CCNF,1.0,0.991,1.0,1.0,1.0
RSPH9,0.02,0.028,0.116,0.074,0.019
THSD1,0.78,0.477,0.944,0.697,0.991
CD82,1.0,1.0,1.0,1.0,1.0
OR14C36,0.0,0.0,0.0,0.0,0.0
MADD,1.0,1.0,1.0,1.0,1.0
ZSCAN30,1.0,1.0,1.0,1.0,1.0
KDM5C,1.0,1.0,1.0,1.0,1.0
UBQLN1,1.0,1.0,1.0,1.0,1.0
COPS8,1.0,1.0,1.0,1.0,1.0
FNDC10,0.98,0.953,0.985,0.967,1.0
MRGPRE,0.0,0.037,0.02,0.016,0.0
ZC2HC1A,0.98,0.963,0.965,0.975,0.991
GNPTG,1.0,1.0,1.0,1.0,1.0
TMOD4,0.0,0.019,0.0,0.0,0.009
PCP4,0.14,0.439,0.177,0.221,0.274
TCP11L1,1.0,1.0,1.0,1.0,1.0
ACTL6B,0.0,0.0,0.015,0.033,0.0
STOML3,0.02,0.0,0.005,0.0,0.0
DEPDC1B,0.96,0.991,0.747,0.975,0.594
VPS35,1.0,1.0,1.0,1.0,1.0
DCAF12L2,0.06,0.047,0.061,0.049,0.123
ATXN2L,1.0,1.0,1.0,1.0,1.0
GRID2IP,0.0,0.0,0.005,0.0,0.0
CEP68,1.0,1.0,1.0,1.0,1.0
GJB2,1.0,0.972,0.99,0.951,0.858
TCF3,1.0,1.0,1.0,1.0,1.0
SLC6A13,0.0,0.009,0.005,0.0,0.0
DHPS,1.0,1.0,1.0,1.0,1.0
B9D1,1.0,1.0,1.0,0.992,1.0
EVA1B,1.0,1.0,1.0,0.992,1.0
CYP4F3,0.08,0.084,0.126,0.123,0.047
SCARF1,0.9,0.85,0.944,0.869,1.0
PPARD,1.0,1.0,1.0,1.0,1.0
ZCRB1,1.0,1.0,1.0,1.0,1.0
BPGM,1.0,1.0,1.0,1.0,1.0
KDM8,0.98,0.841,1.0,0.943,0.991
LCE1C,0.0,0.019,0.0,0.0,0.019
SLC5A6,1.0,1.0,1.0,1.0,1.0
OR2B11,0.0,0.0,0.0,0.0,0.0
ING4,1.0,1.0,1.0,1.0,1.0
ZNF737,0.98,0.748,0.99,0.943,0.991
FZD9,0.0,0.589,0.005,0.033,0.0
CCL19,0.84,0.869,0.848,0.82,0.972
MAVS,1.0,1.0,1.0,1.0,1.0
CACNA1F,0.0,0.0,0.101,0.082,0.123
HPS3,1.0,1.0,1.0,1.0,1.0
RBBP8,1.0,1.0,1.0,1.0,1.0
CALCOCO2,1.0,1.0,1.0,1.0,1.0
POTEB,0.0,0.0,0.0,0.0,0.009
GPR89B,1.0,1.0,1.0,1.0,1.0
FARSB,1.0,1.0,1.0,1.0,1.0
C10orf142,0.0,0.019,0.0,0.0,0.0
SLC8A3,0.0,0.0,0.0,0.0,0.0
DEFB113,0.0,0.0,0.0,0.0,0.0
CIPC,1.0,1.0,1.0,1.0,1.0
FUK,1.0,1.0,1.0,1.0,1.0
TCEAL5,0.0,0.056,0.066,0.0,0.217
EIF2AK1,1.0,1.0,1.0,1.0,1.0
TWIST2,0.84,0.766,0.813,0.631,0.943
RXRA,1.0,1.0,1.0,1.0,1.0
OR8B12,0.0,0.0,0.0,0.0,0.0
PLP2,1.0,1.0,1.0,1.0,1.0
SLC6A3,0.02,0.019,0.02,0.008,0.0
FSIP2,0.18,0.0,0.051,0.049,0.028
SPDYE2B,0.0,0.009,0.01,0.008,0.009
ZNF831,0.04,0.065,0.025,0.0,0.047
LCOR,0.98,0.972,1.0,0.984,1.0
MRE11A,1.0,1.0,1.0,1.0,1.0
CYP4F12,0.14,0.093,0.343,0.221,0.509
BICC1,0.9,0.869,0.944,0.803,0.953
ZNF773,0.96,0.888,0.965,0.926,0.981
GALNT4,0.96,0.822,0.995,0.934,0.972
KARS,1.0,1.0,1.0,1.0,1.0
RCOR2,0.58,0.953,0.308,0.443,0.113
TGOLN2,1.0,1.0,1.0,1.0,1.0
EIF3C,1.0,1.0,1.0,1.0,1.0
DIRAS2,0.0,0.065,0.03,0.008,0.038
FUT10,0.96,0.925,0.924,0.943,0.962
KLRK1,0.72,0.71,0.54,0.541,0.84
CYGB,0.98,0.972,0.99,1.0,1.0
CTLA4,0.52,0.682,0.202,0.393,0.292
P4HA2,1.0,1.0,1.0,1.0,1.0
HIVEP1,1.0,1.0,1.0,0.992,1.0
DAPK2,0.92,0.981,0.99,0.984,1.0
FLCN,1.0,1.0,1.0,1.0,1.0
CCDC155,0.02,0.009,0.01,0.049,0.0
KLRF1,0.12,0.121,0.045,0.066,0.16
ANKRD37,1.0,1.0,1.0,1.0,1.0
TTLL2,0.0,0.028,0.0,0.0,0.0
DMBX1,0.1,0.056,0.01,0.107,0.009
PPP1R11,1.0,1.0,1.0,1.0,1.0
STK10,1.0,1.0,1.0,1.0,1.0
CASC3,1.0,1.0,1.0,1.0,1.0
NPHP1,0.96,0.869,1.0,0.984,1.0
SOX14,0.0,0.009,0.0,0.0,0.0
ZNF239,0.9,1.0,0.995,0.992,1.0
INAFM2,1.0,1.0,1.0,1.0,1.0
BICD2,1.0,1.0,1.0,1.0,1.0
CCL5,1.0,1.0,0.99,0.992,1.0
MBD4,1.0,1.0,1.0,1.0,1.0
CEBPZ,1.0,1.0,1.0,1.0,1.0
PAX9,0.96,0.262,0.803,0.795,0.887
ATG101,1.0,1.0,1.0,1.0,1.0
AP2A1,1.0,1.0,1.0,1.0,1.0
NAGS,0.18,0.402,0.768,0.557,0.774
AK6,1.0,1.0,1.0,1.0,1.0
EEA1,0.98,0.935,0.995,0.984,0.991
ZBTB1,1.0,1.0,1.0,1.0,1.0
TCEB3,1.0,1.0,1.0,1.0,1.0
MRPS9,1.0,1.0,1.0,1.0,1.0
ATG16L2,1.0,1.0,1.0,1.0,1.0
GRIK2,0.12,0.028,0.035,0.041,0.0
NFATC1,1.0,0.963,1.0,1.0,1.0
POLD4,1.0,1.0,1.0,1.0,1.0
MOBP,0.0,0.0,0.005,0.0,0.009
ZNF706,1.0,1.0,1.0,1.0,1.0
CLIC4,1.0,1.0,1.0,1.0,1.0
HINT1,1.0,1.0,1.0,1.0,1.0
YAF2,1.0,1.0,1.0,1.0,1.0
UCN,0.26,0.112,0.374,0.23,0.453
TCEAL9,1.0,1.0,1.0,1.0,1.0
PHF23,1.0,1.0,1.0,1.0,1.0
HAUS2,1.0,1.0,1.0,1.0,1.0
RPUSD1,1.0,1.0,1.0,1.0,1.0
CEP63,1.0,1.0,1.0,1.0,1.0
NOSTRIN,1.0,0.822,1.0,0.992,1.0
OR4K2,0.0,0.0,0.0,0.0,0.0
PDHA1,1.0,1.0,1.0,1.0,1.0
F7,0.54,0.019,0.662,0.68,0.849
SLAIN1,0.4,0.748,0.348,0.336,0.575
RANBP1,1.0,1.0,1.0,1.0,1.0
CTXN3,0.0,0.009,0.0,0.0,0.0
TMEM131,1.0,1.0,1.0,1.0,1.0
KRTAP9-2,0.0,0.0,0.0,0.0,0.0
ZMAT1,0.92,0.776,0.985,0.975,1.0
ATP7B,0.76,0.308,0.965,0.926,0.972
ABCG2,0.12,0.103,0.535,0.205,0.802
PELP1,1.0,1.0,1.0,1.0,1.0
XRCC2,0.86,0.963,0.515,0.844,0.519
GNG3,0.02,0.009,0.162,0.148,0.075
FAM111B,1.0,0.991,0.96,1.0,0.887
MAGT1,1.0,1.0,1.0,1.0,1.0
SDF2L1,1.0,1.0,0.995,1.0,0.991
HIST1H4A,0.0,0.019,0.015,0.0,0.009
CFAP53,0.3,0.14,0.722,0.467,0.557
COQ10B,1.0,1.0,1.0,1.0,1.0
OXSR1,1.0,1.0,1.0,1.0,1.0
DYSF,1.0,1.0,0.985,0.992,0.991
ADGRF4,0.2,0.084,0.025,0.033,0.0
NPC1,1.0,1.0,1.0,1.0,1.0
EPHB1,0.06,0.607,0.081,0.025,0.236
ATG12,1.0,1.0,1.0,1.0,1.0
ZNF257,0.56,0.43,0.53,0.623,0.538
TNRC6A,1.0,1.0,1.0,1.0,1.0
RPL21,1.0,1.0,1.0,1.0,1.0
HSF2,1.0,1.0,1.0,1.0,1.0
HTRA2,1.0,1.0,1.0,1.0,1.0
FAM124B,0.14,0.112,0.364,0.131,0.547
CYP4Z1,0.72,0.196,0.687,0.664,0.887
ACTN2,0.34,0.299,0.141,0.254,0.142
HNRNPH2,1.0,1.0,1.0,1.0,1.0
COL4A6,0.14,0.037,0.359,0.197,0.368
NEU4,0.24,0.019,0.081,0.074,0.104
KLHL42,1.0,1.0,1.0,1.0,1.0
ZADH2,1.0,1.0,1.0,1.0,1.0
FAM117B,0.98,0.981,1.0,1.0,1.0
PREPL,1.0,1.0,1.0,1.0,1.0
ZKSCAN2,0.72,0.514,0.909,0.926,0.811
GNPAT,1.0,1.0,1.0,1.0,1.0
INHA,0.26,0.224,0.177,0.238,0.113
ADGRG7,0.04,0.037,0.01,0.025,0.028
RSF1,1.0,1.0,1.0,1.0,1.0
TCERG1L,0.04,0.0,0.035,0.008,0.0
SPAG4,1.0,0.972,0.99,0.984,0.953
MSX1,0.54,0.439,0.818,0.59,0.858
COPS2,1.0,1.0,1.0,1.0,1.0
NDFIP1,1.0,1.0,1.0,1.0,1.0
CAB39L,1.0,0.981,1.0,1.0,1.0
MMP14,1.0,1.0,1.0,1.0,1.0
PI4KA,1.0,1.0,1.0,1.0,1.0
KDM5A,1.0,1.0,1.0,1.0,1.0
PRAME,0.52,0.841,0.253,0.443,0.123
CT47B1,0.0,0.0,0.0,0.0,0.0
OCRL,1.0,1.0,1.0,1.0,1.0
RAB25,1.0,1.0,1.0,1.0,1.0
NPIPA8,0.52,0.449,0.409,0.393,0.434
C7orf77,0.0,0.056,0.0,0.008,0.0
MAP6,0.46,0.467,0.818,0.525,0.877
GABRB3,0.28,0.234,0.298,0.328,0.245
CYP51A1,1.0,1.0,1.0,1.0,1.0
NPIPA7,1.0,0.981,0.99,1.0,1.0
OR6K6,0.0,0.0,0.0,0.0,0.0
PSMD7,1.0,1.0,1.0,1.0,1.0
CD81,1.0,1.0,1.0,1.0,1.0
LRAT,0.12,0.383,0.096,0.148,0.104
C12orf65,1.0,1.0,1.0,1.0,1.0
PAFAH2,1.0,1.0,1.0,1.0,1.0
HS3ST3B1,0.44,0.495,0.328,0.344,0.481
GOLPH3,1.0,1.0,1.0,1.0,1.0
CHI3L2,0.9,1.0,0.934,0.762,0.972
HMBOX1,1.0,1.0,1.0,1.0,1.0
C19orf48,1.0,1.0,1.0,1.0,1.0
RBKS,1.0,0.907,0.995,1.0,1.0
RNASEH2A,1.0,1.0,1.0,1.0,1.0
LEMD1,0.06,0.757,0.03,0.025,0.066
ABLIM1,1.0,1.0,1.0,1.0,1.0
RRM2,1.0,1.0,0.985,1.0,0.981
DDHD1,1.0,0.935,0.99,1.0,0.972
AP1AR,1.0,1.0,1.0,1.0,1.0
LSM7,1.0,1.0,1.0,1.0,1.0
HARBI1,1.0,0.991,1.0,0.992,1.0
OR13C8,0.0,0.0,0.0,0.0,0.0
MOB2,1.0,1.0,1.0,1.0,1.0
ARHGEF39,0.96,1.0,0.884,0.992,0.915
MAPKAP1,1.0,1.0,1.0,1.0,1.0
VAT1L,0.0,0.075,0.015,0.041,0.019
EIF4EBP2,1.0,1.0,1.0,1.0,1.0
WDR12,1.0,1.0,1.0,1.0,1.0
AGBL5,1.0,1.0,1.0,1.0,1.0
CCDC159,1.0,1.0,1.0,1.0,1.0
ERGIC2,1.0,1.0,1.0,1.0,1.0
TMEM154,0.74,0.57,0.813,0.598,0.726
KLF17,0.02,0.009,0.015,0.025,0.0
ACADM,1.0,1.0,1.0,0.992,1.0
KIAA0825,0.32,0.019,0.621,0.484,0.575
C12orf75,1.0,1.0,1.0,1.0,1.0
SH3GLB1,1.0,1.0,1.0,1.0,1.0
